soc_code,title,COMM,RESP,PROB,GROW,STRE,ADAP
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",2.92,4.56,2.61,1.9,4.54,2.34
51-9071.00,Jewelers and Precious Stone and Metal Workers,2.78,4.61,2.52,2.1,3.82,2.48
51-9071.06,Gem and Diamond Workers,2.73,4.45,2.56,2.03,3.6,2.48
51-9081.00,Dental Laboratory Technicians,2.79,4.44,2.67,2.54,4.0,2.36
51-9082.00,Medical Appliance Technicians,3.09,3.95,3.03,2.52,3.63,2.74
51-9083.00,Ophthalmic Laboratory Technicians,2.71,4.16,2.5,2.18,3.8,2.35
51-9111.00,Packaging and Filling Machine Operators and Tenders,2.64,3.71,2.37,1.91,3.56,2.25
51-9123.00,"Painting, Coating, and Decorating Workers",2.54,3.56,2.25,1.74,3.21,2.16
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2.54,4.04,2.43,2.11,3.91,2.16
51-9141.00,Semiconductor Processing Technicians,2.81,3.78,2.63,1.95,3.77,2.28
51-9151.00,Photographic Process Workers and Processing Machine Operators,2.94,4.1,2.66,2.37,4.05,2.77
51-9161.00,Computer Numerically Controlled Tool Operators,2.79,4.12,2.81,2.38,3.81,2.14
51-9162.00,Computer Numerically Controlled Tool Programmers,2.84,4.42,2.76,2.45,4.0,2.21
51-9191.00,Adhesive Bonding Machine Operators and Tenders,2.81,4.08,2.5,2.02,3.62,2.17
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2.38,3.68,2.2,1.85,3.67,2.08
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2.79,3.94,2.82,2.36,3.92,2.3
51-9194.00,Etchers and Engravers,2.57,4.2,2.49,1.92,3.71,2.17
51-9195.03,"Stone Cutters and Carvers, Manufacturing",2.57,3.92,2.48,1.95,3.75,2.1
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",2.61,3.79,2.49,2.31,3.54,2.14
51-9195.05,"Potters, Manufacturing",2.58,4.3,2.51,1.56,3.38,2.27
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2.65,3.95,2.47,2.0,3.67,2.25
51-9197.00,Tire Builders,2.32,3.8,2.28,1.65,3.4,1.95
51-9198.00,Helpers--Production Workers,2.46,3.71,2.26,1.67,3.63,1.96
53-1041.00,Aircraft Cargo Handling Supervisors,3.21,4.29,2.89,2.79,4.37,2.77
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3.39,4.48,2.95,2.55,4.21,2.77
53-1042.01,Recycling Coordinators,3.29,4.33,2.82,2.62,4.27,2.91
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.64,4.36,3.05,2.67,4.43,2.92
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",3.54,4.45,3.59,2.98,4.58,2.79
53-2012.00,Commercial Pilots,3.28,4.61,3.44,3.02,4.64,2.82
53-2021.00,Air Traffic Controllers,3.54,4.38,3.69,2.99,4.46,2.94
53-2022.00,Airfield Operations Specialists,3.39,4.22,3.26,2.7,3.85,2.74
53-2031.00,Flight Attendants,3.53,4.21,2.86,2.41,4.53,3.16
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2.95,4.13,2.82,2.29,4.2,2.8
53-3031.00,Driver/Sales Workers,3.03,4.12,2.61,1.9,4.12,2.77
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,2.69,4.02,2.54,1.82,4.24,2.18
53-3033.00,Light Truck Drivers,2.65,3.88,2.45,1.68,4.05,2.22
53-3051.00,"Bus Drivers, School",2.95,4.14,2.51,2.0,4.19,2.63
53-3052.00,"Bus Drivers, Transit and Intercity",2.78,4.08,2.32,1.85,4.29,2.45
53-3053.00,Shuttle Drivers and Chauffeurs,2.99,4.46,2.51,2.02,4.34,2.64
53-4011.00,Locomotive Engineers,3.03,4.12,2.86,2.57,4.07,2.2
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3.12,4.37,2.86,2.38,4.24,2.31
53-4031.00,Railroad Conductors and Yardmasters,3.22,4.0,3.01,2.46,3.97,2.69
53-4041.00,Subway and Streetcar Operators,2.89,4.23,2.73,2.41,4.56,2.65
53-5011.00,Sailors and Marine Oilers,2.95,3.86,2.71,2.33,3.65,2.58
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",3.12,4.13,2.97,2.64,4.28,2.72
53-5022.00,Motorboat Operators,2.99,4.29,2.75,2.22,3.9,2.65
53-5031.00,Ship Engineers,3.09,4.42,3.22,2.57,4.15,2.48
53-6021.00,Parking Attendants,2.67,3.65,2.37,1.76,3.93,2.43
53-6031.00,Automotive and Watercraft Service Attendants,2.81,4.19,2.38,1.9,4.15,2.54
53-6041.00,Traffic Technicians,3.07,4.33,3.02,2.48,3.95,2.75
53-6051.01,Aviation Inspectors,3.21,4.5,3.39,2.62,4.41,2.8
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",2.78,3.68,2.55,1.88,3.62,2.25
53-6061.00,Passenger Attendants,3.18,4.3,2.58,1.77,4.59,3.09
53-7011.00,Conveyor Operators and Tenders,2.83,4.03,2.7,2.04,4.2,2.41
53-7021.00,Crane and Tower Operators,2.77,3.87,2.54,2.11,3.88,2.12
53-7031.00,Dredge Operators,2.65,3.34,2.37,2.04,3.5,2.13
53-7041.00,Hoist and Winch Operators,2.77,3.75,2.67,2.17,3.52,2.45
53-7051.00,Industrial Truck and Tractor Operators,2.62,4.08,2.3,1.71,4.26,1.99
53-7061.00,Cleaners of Vehicles and Equipment,2.35,3.85,2.05,1.42,3.56,1.94
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",2.53,3.88,2.22,1.74,3.62,2.02
53-7062.04,Recycling and Reclamation Workers,2.54,3.8,2.23,1.88,3.68,2.19
53-7063.00,Machine Feeders and Offbearers,2.53,3.72,2.2,1.67,3.37,2.0
53-7064.00,"Packers and Packagers, Hand",2.53,4.15,2.04,1.41,3.84,1.86
53-7065.00,Stockers and Order Fillers,2.79,3.87,2.21,1.91,3.59,2.36
53-7071.00,Gas Compressor and Gas Pumping Station Operators,2.92,4.5,2.78,2.13,4.37,2.26
53-7072.00,"Pump Operators, Except Wellhead Pumpers",2.64,3.21,2.68,2.17,2.95,2.16
53-7073.00,Wellhead Pumpers,2.61,4.27,2.7,1.69,4.05,1.94
53-7081.00,Refuse and Recyclable Material Collectors,2.45,3.37,2.1,1.26,2.96,2.04
53-7121.00,"Tank Car, Truck, and Ship Loaders",2.83,4.06,2.58,2.23,3.75,2.19
11-1011.03,Chief Sustainability Officers,3.39,0.0,3.49,3.15,0.0,3.16
11-2022.00,Sales Managers,3.39,0.0,3.34,3.06,0.0,3.31
11-3013.01,Security Managers,3.44,0.0,3.58,3.02,0.0,3.04
11-3031.01,Treasurers and Controllers,3.32,0.0,3.66,3.02,0.0,2.68
11-3061.00,Purchasing Managers,3.37,0.0,3.19,2.9,0.0,3.26
11-3071.00,"Transportation, Storage, and Distribution Managers",3.25,0.0,3.19,2.98,0.0,2.87
11-3071.04,Supply Chain Managers,3.43,0.0,3.35,2.94,0.0,3.01
11-3111.00,Compensation and Benefits Managers,3.25,0.0,3.06,2.96,0.0,2.84
11-3121.00,Human Resources Managers,3.58,0.0,3.45,3.37,0.0,3.33
11-3131.00,Training and Development Managers,3.44,0.0,3.29,3.7,0.0,3.19
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",3.25,0.0,3.33,2.79,0.0,2.81
11-9021.00,Construction Managers,3.5,0.0,3.52,3.04,0.0,2.89
11-9111.00,Medical and Health Services Managers,3.46,0.0,3.41,3.17,0.0,3.34
11-9121.02,Water Resource Specialists,3.21,0.0,3.38,2.84,0.0,2.72
11-9141.00,"Property, Real Estate, and Community Association Managers",3.29,0.0,3.01,2.55,0.0,2.76
11-9161.00,Emergency Management Directors,3.61,0.0,3.67,3.38,0.0,3.57
11-9179.01,Fitness and Wellness Coordinators,3.23,0.0,3.14,2.98,0.0,3.03
11-9199.01,Regulatory Affairs Managers,3.3,0.0,3.29,2.92,0.0,2.67
11-9199.08,Loss Prevention Managers,3.32,0.0,3.37,3.0,0.0,3.19
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,3.44,0.0,3.59,2.79,0.0,2.69
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.14,0.0,3.33,2.97,0.0,2.98
13-1041.00,Compliance Officers,3.06,0.0,2.98,2.52,0.0,2.79
13-1041.01,Environmental Compliance Inspectors,3.13,0.0,3.61,3.0,0.0,2.57
13-1041.06,Coroners,3.33,0.0,3.37,2.88,0.0,2.72
13-1041.07,Regulatory Affairs Specialists,3.28,0.0,3.36,2.79,0.0,2.75
13-1041.08,Customs Brokers,3.12,0.0,2.97,2.77,0.0,2.59
13-1051.00,Cost Estimators,3.12,0.0,3.19,2.76,0.0,2.6
13-1075.00,Labor Relations Specialists,3.53,0.0,3.37,2.88,0.0,3.26
13-1081.00,Logisticians,3.41,0.0,3.46,2.88,0.0,2.95
13-1081.01,Logistics Engineers,3.24,0.0,3.56,3.14,0.0,2.63
13-1081.02,Logistics Analysts,3.02,0.0,3.33,2.67,0.0,2.52
13-1111.00,Management Analysts,3.44,0.0,3.49,2.92,0.0,3.1
13-1131.00,Fundraisers,3.45,0.0,3.13,2.69,0.0,3.22
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.12,0.0,3.1,2.84,0.0,2.69
13-1151.00,Training and Development Specialists,3.47,0.0,3.14,3.59,0.0,3.11
13-1161.00,Market Research Analysts and Marketing Specialists,3.12,0.0,3.41,2.88,0.0,2.65
13-1161.01,Search Marketing Strategists,3.12,0.0,3.32,2.89,0.0,2.72
13-1199.04,Business Continuity Planners,3.44,0.0,3.76,3.29,0.0,2.84
13-1199.05,Sustainability Specialists,3.24,0.0,3.25,2.75,0.0,2.65
13-1199.07,Security Management Specialists,3.36,0.0,3.49,2.79,0.0,2.99
13-2011.00,Accountants and Auditors,3.1,0.0,3.31,2.63,0.0,2.73
13-2022.00,Appraisers of Personal and Business Property,2.78,0.0,2.97,2.46,0.0,2.53
13-2023.00,Appraisers and Assessors of Real Estate,2.82,0.0,2.87,2.31,0.0,2.4
13-2041.00,Credit Analysts,2.87,0.0,3.23,2.59,0.0,2.39
13-2052.00,Personal Financial Advisors,3.16,0.0,3.33,2.68,0.0,3.08
13-2053.00,Insurance Underwriters,2.98,0.0,3.06,2.61,0.0,2.52
13-2061.00,Financial Examiners,3.35,0.0,3.59,3.18,0.0,2.74
13-2071.00,Credit Counselors,3.16,0.0,3.17,2.87,0.0,2.95
13-2082.00,Tax Preparers,2.86,0.0,2.82,2.52,0.0,2.41
13-2099.01,Financial Quantitative Analysts,3.06,0.0,3.52,2.92,0.0,2.6
13-2099.04,"Fraud Examiners, Investigators and Analysts",3.37,0.0,3.45,2.86,0.0,2.77
15-1211.01,Health Informatics Specialists,3.33,0.0,3.5,3.44,0.0,2.82
15-1241.00,Computer Network Architects,3.15,0.0,3.45,2.81,0.0,2.62
15-1241.01,Telecommunications Engineering Specialists,2.94,0.0,3.0,2.75,0.0,2.62
15-1243.00,Database Architects,2.95,0.0,3.35,2.71,0.0,2.55
15-1243.01,Data Warehousing Specialists,2.93,0.0,3.18,2.48,0.0,2.44
15-1253.00,Software Quality Assurance Analysts and Testers,3.1,0.0,3.29,2.59,0.0,2.3
15-1254.00,Web Developers,2.79,0.0,3.17,2.8,0.0,2.48
15-1255.01,Video Game Designers,3.03,0.0,3.26,2.78,0.0,2.53
15-1299.01,Web Administrators,2.93,0.0,3.35,2.74,0.0,2.39
15-1299.02,Geographic Information Systems Technologists and Technicians,2.83,0.0,3.06,2.45,0.0,2.32
15-1299.03,Document Management Specialists,2.85,0.0,3.15,2.68,0.0,2.55
15-1299.05,Information Security Engineers,3.1,0.0,3.23,2.74,0.0,2.53
15-1299.08,Computer Systems Engineers/Architects,3.14,0.0,3.42,2.95,0.0,2.55
15-1299.09,Information Technology Project Managers,3.42,0.0,3.36,2.87,0.0,2.89
15-2011.00,Actuaries,3.15,0.0,3.67,2.85,0.0,2.63
15-2021.00,Mathematicians,2.89,0.0,3.66,3.42,0.0,2.18
15-2031.00,Operations Research Analysts,3.18,0.0,3.6,2.99,0.0,2.48
15-2041.00,Statisticians,3.11,0.0,3.46,2.95,0.0,2.17
15-2041.01,Biostatisticians,3.21,0.0,3.69,3.41,0.0,2.41
15-2051.01,Business Intelligence Analysts,3.1,0.0,3.28,2.99,0.0,2.48
15-2051.02,Clinical Data Managers,3.2,0.0,3.36,2.92,0.0,2.48
17-1011.00,"Architects, Except Landscape and Naval",3.35,0.0,3.58,3.01,0.0,2.75
17-1012.00,Landscape Architects,3.41,0.0,3.37,2.82,0.0,2.91
17-1022.00,Surveyors,3.12,0.0,3.18,2.82,0.0,2.4
17-1022.01,Geodetic Surveyors,3.01,0.0,3.35,2.91,0.0,2.18
17-2021.00,Agricultural Engineers,3.19,0.0,3.48,2.76,0.0,2.53
17-2031.00,Bioengineers and Biomedical Engineers,3.23,0.0,3.66,3.27,0.0,2.55
17-2041.00,Chemical Engineers,3.01,0.0,3.72,3.16,0.0,2.54
17-2051.00,Civil Engineers,3.22,0.0,3.57,3.0,0.0,2.66
17-2051.01,Transportation Engineers,3.31,0.0,3.57,2.82,0.0,2.65
17-2051.02,Water/Wastewater Engineers,3.17,0.0,3.57,2.98,0.0,2.57
17-2061.00,Computer Hardware Engineers,3.12,0.0,3.45,2.95,0.0,2.31
17-2081.00,Environmental Engineers,3.39,0.0,3.49,2.96,0.0,2.57
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3.04,0.0,3.29,2.9,0.0,2.74
17-2111.02,Fire-Prevention and Protection Engineers,3.16,0.0,3.62,3.09,0.0,2.67
17-2112.01,Human Factors Engineers and Ergonomists,3.25,0.0,3.54,3.09,0.0,2.67
17-2112.02,Validation Engineers,3.14,0.0,3.47,2.77,0.0,2.5
17-2112.03,Manufacturing Engineers,3.21,0.0,3.54,3.21,0.0,2.71
17-2121.00,Marine Engineers and Naval Architects,3.21,0.0,3.69,2.89,0.0,2.49
17-2131.00,Materials Engineers,3.16,0.0,3.51,3.01,0.0,2.62
17-2141.01,Fuel Cell Engineers,3.05,0.0,3.4,2.96,0.0,2.39
17-2141.02,Automotive Engineers,3.22,0.0,3.65,2.9,0.0,2.57
17-2161.00,Nuclear Engineers,3.31,0.0,3.68,2.99,0.0,2.55
17-2199.03,"Energy Engineers, Except Wind and Solar",3.13,0.0,3.46,2.89,0.0,2.67
17-2199.07,Photonics Engineers,3.07,0.0,3.52,3.13,0.0,2.28
17-2199.08,Robotics Engineers,3.14,0.0,3.61,3.26,0.0,2.48
17-2199.09,Nanosystems Engineers,3.18,0.0,3.62,3.22,0.0,2.65
17-2199.11,Solar Energy Systems Engineers,3.13,0.0,3.45,2.76,0.0,2.55
17-3011.00,Architectural and Civil Drafters,2.76,0.0,2.95,2.73,0.0,2.45
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,2.82,0.0,3.11,2.48,0.0,2.3
17-3024.01,Robotics Technicians,2.86,0.0,3.37,2.73,0.0,2.37
17-3026.01,Nanotechnology Engineering Technologists and Technicians,2.96,0.0,3.35,2.87,0.0,2.15
17-3027.01,Automotive Engineering Technicians,2.79,0.0,3.07,2.37,0.0,2.18
17-3029.01,Non-Destructive Testing Specialists,2.74,0.0,3.21,2.82,0.0,2.31
17-3029.08,Photonics Technicians,2.73,0.0,2.83,2.62,0.0,2.07
17-3031.00,Surveying and Mapping Technicians,2.7,0.0,2.77,2.42,0.0,2.44
19-1011.00,Animal Scientists,3.15,0.0,3.56,3.08,0.0,2.64
19-1012.00,Food Scientists and Technologists,3.15,0.0,3.55,3.09,0.0,2.69
19-1013.00,Soil and Plant Scientists,3.21,0.0,3.61,3.31,0.0,2.53
19-1021.00,Biochemists and Biophysicists,3.32,0.0,3.78,3.75,0.0,2.46
19-1022.00,Microbiologists,3.18,0.0,3.67,3.35,0.0,2.52
19-1029.02,Molecular and Cellular Biologists,3.4,0.0,3.74,3.57,0.0,2.53
19-1029.03,Geneticists,3.21,0.0,3.65,3.4,0.0,2.76
19-1031.00,Conservation Scientists,3.07,0.0,3.14,2.65,0.0,2.7
19-1041.00,Epidemiologists,3.62,0.0,3.83,3.42,0.0,3.06
19-2011.00,Astronomers,3.28,0.0,3.5,3.52,0.0,2.6
19-2021.00,Atmospheric and Space Scientists,3.23,0.0,3.46,3.12,0.0,2.55
19-2032.00,Materials Scientists,3.13,0.0,3.57,3.01,0.0,2.53
19-2041.01,Climate Change Policy Analysts,3.14,0.0,3.39,2.94,0.0,2.77
19-2041.02,Environmental Restoration Planners,3.28,0.0,3.42,2.92,0.0,2.71
19-2041.03,Industrial Ecologists,3.14,0.0,3.56,2.99,0.0,2.58
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",3.25,0.0,3.54,2.82,0.0,2.43
19-2043.00,Hydrologists,3.13,0.0,3.51,3.04,0.0,2.57
19-2099.01,Remote Sensing Scientists and Technologists,3.13,0.0,3.58,2.9,0.0,2.44
19-3011.00,Economists,3.19,0.0,3.51,3.12,0.0,2.63
19-3011.01,Environmental Economists,3.1,0.0,3.37,3.17,0.0,2.56
19-3022.00,Survey Researchers,3.39,0.0,3.56,3.17,0.0,2.67
19-3032.00,Industrial-Organizational Psychologists,3.62,0.0,3.58,3.33,0.0,3.2
19-3033.00,Clinical and Counseling Psychologists,3.44,0.0,3.5,3.19,0.0,3.44
19-3039.02,Neuropsychologists,3.52,0.0,3.86,3.39,0.0,3.31
19-3039.03,Clinical Neuropsychologists,3.47,0.0,3.75,3.29,0.0,3.39
19-3041.00,Sociologists,3.36,0.0,3.36,3.49,0.0,2.86
19-3051.00,Urban and Regional Planners,3.39,0.0,3.42,2.81,0.0,2.91
19-3091.00,Anthropologists and Archeologists,3.39,0.0,3.47,3.27,0.0,2.5
19-3092.00,Geographers,3.16,0.0,3.33,3.07,0.0,2.46
19-3094.00,Political Scientists,3.35,0.0,3.35,3.31,0.0,2.75
19-3099.01,Transportation Planners,3.36,0.0,3.49,2.96,0.0,2.62
19-4012.01,Precision Agriculture Technicians,2.99,0.0,3.19,2.8,0.0,2.46
19-4042.00,"Environmental Science and Protection Technicians, Including Health",3.1,0.0,3.18,2.64,0.0,2.57
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",2.68,0.0,2.8,2.32,0.0,2.3
19-4051.00,Nuclear Technicians,2.9,0.0,3.03,2.59,0.0,2.5
19-5011.00,Occupational Health and Safety Specialists,3.16,0.0,3.43,2.93,0.0,2.88
19-5012.00,Occupational Health and Safety Technicians,3.09,0.0,3.26,2.62,0.0,2.64
21-1014.00,Mental Health Counselors,3.56,0.0,3.69,3.12,0.0,3.71
21-1022.00,Healthcare Social Workers,3.57,0.0,3.43,3.08,0.0,3.51
23-1022.00,"Arbitrators, Mediators, and Conciliators",3.45,0.0,3.41,2.92,0.0,3.06
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",3.62,0.0,3.34,3.9,0.0,2.76
25-2059.01,Adapted Physical Education Specialists,3.35,0.0,3.14,3.38,0.0,3.2
25-3041.00,Tutors,3.13,0.0,2.95,3.22,0.0,2.8
25-4011.00,Archivists,2.99,0.0,2.91,2.7,0.0,2.46
25-9021.00,Farm and Home Management Educators,3.5,0.0,3.4,3.41,0.0,3.23
27-1012.00,Craft Artists,2.38,0.0,2.53,2.03,0.0,2.45
27-1024.00,Graphic Designers,2.91,0.0,2.79,2.62,0.0,2.61
27-1025.00,Interior Designers,3.36,0.0,3.14,2.48,0.0,3.11
27-1027.00,Set and Exhibit Designers,3.16,0.0,3.15,2.55,0.0,2.63
27-2023.00,"Umpires, Referees, and Other Sports Officials",2.73,0.0,2.78,2.55,0.0,2.38
27-2032.00,Choreographers,3.34,0.0,2.89,2.92,0.0,2.87
27-3023.00,"News Analysts, Reporters, and Journalists",3.21,0.0,2.9,2.41,0.0,2.79
27-3031.00,Public Relations Specialists,3.49,0.0,3.26,2.79,0.0,3.16
27-3043.05,"Poets, Lyricists and Creative Writers",2.97,0.0,2.88,2.79,0.0,2.44
27-4014.00,Sound Engineering Technicians,2.91,0.0,2.85,2.41,0.0,2.59
27-4021.00,Photographers,2.93,0.0,2.75,2.57,0.0,2.63
29-1031.00,Dietitians and Nutritionists,3.39,0.0,3.45,3.31,0.0,3.35
29-1041.00,Optometrists,3.32,0.0,3.59,2.81,0.0,3.04
29-1071.00,Physician Assistants,3.32,0.0,3.65,3.09,0.0,3.27
29-1122.00,Occupational Therapists,3.39,0.0,3.34,3.33,0.0,3.18
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3.16,0.0,3.18,3.32,0.0,3.08
29-1125.00,Recreational Therapists,3.41,0.0,3.27,2.9,0.0,3.36
29-1128.00,Exercise Physiologists,3.25,0.0,3.41,2.99,0.0,3.12
29-1129.01,Art Therapists,3.23,0.0,3.31,3.1,0.0,3.31
29-1129.02,Music Therapists,3.24,0.0,3.3,3.09,0.0,3.3
29-1141.01,Acute Care Nurses,3.45,0.0,3.54,3.27,0.0,3.33
29-1141.02,Advanced Practice Psychiatric Nurses,3.47,0.0,3.55,3.29,0.0,3.43
29-1141.03,Critical Care Nurses,3.41,0.0,3.48,3.08,0.0,3.25
29-1141.04,Clinical Nurse Specialists,3.44,0.0,3.5,3.38,0.0,3.38
29-1151.00,Nurse Anesthetists,3.31,0.0,3.63,3.18,0.0,3.12
29-1161.00,Nurse Midwives,3.45,0.0,3.59,3.15,0.0,3.12
29-1171.00,Nurse Practitioners,3.5,0.0,3.7,3.3,0.0,3.34
29-1181.00,Audiologists,3.39,0.0,3.59,3.32,0.0,3.13
29-1214.00,Emergency Medicine Physicians,3.65,0.0,3.94,3.4,0.0,3.55
29-1229.02,Hospitalists,3.57,0.0,3.85,3.43,0.0,3.4
29-1229.05,Preventive Medicine Physicians,3.74,0.0,4.02,3.66,0.0,3.5
29-1291.00,Acupuncturists,3.08,0.0,3.17,2.48,0.0,2.88
29-1299.01,Naturopathic Physicians,3.34,0.0,3.71,3.15,0.0,3.31
29-1299.02,Orthoptists,3.14,0.0,3.49,3.01,0.0,2.98
29-2011.01,Cytogenetic Technologists,3.02,0.0,3.28,2.67,0.0,2.34
29-2011.02,Cytotechnologists,2.85,0.0,3.18,2.6,0.0,2.23
29-2011.04,Histotechnologists,2.73,0.0,2.83,2.57,0.0,2.37
29-2012.01,Histology Technicians,2.66,0.0,2.78,2.3,0.0,1.93
29-2035.00,Magnetic Resonance Imaging Technologists,3.01,0.0,2.86,2.56,0.0,2.59
29-2036.00,Medical Dosimetrists,3.23,0.0,3.54,3.03,0.0,2.8
29-2057.00,Ophthalmic Medical Technicians,2.88,0.0,2.6,2.43,0.0,2.35
29-2081.00,"Opticians, Dispensing",3.18,0.0,2.81,2.48,0.0,2.8
29-2091.00,Orthotists and Prosthetists,3.24,0.0,3.45,3.06,0.0,3.07
29-2099.01,Neurodiagnostic Technologists,3.09,0.0,3.22,2.7,0.0,2.35
29-2099.05,Ophthalmic Medical Technologists,3.14,0.0,2.91,2.57,0.0,2.71
29-9092.00,Genetic Counselors,3.11,0.0,3.51,2.99,0.0,2.87
31-9011.00,Massage Therapists,2.65,0.0,2.66,2.49,0.0,2.37
31-9097.00,Phlebotomists,2.87,0.0,2.67,2.54,0.0,2.67
31-9099.02,Endoscopy Technicians,2.77,0.0,2.77,2.49,0.0,2.43
33-3021.06,Intelligence Analysts,3.27,0.0,3.53,2.9,0.0,2.57
33-9011.00,Animal Control Workers,2.84,0.0,2.95,2.41,0.0,2.55
33-9093.00,Transportation Security Screeners,2.82,0.0,2.93,2.37,0.0,2.58
35-1011.00,Chefs and Head Cooks,3.31,0.0,3.23,2.91,0.0,3.05
35-2013.00,"Cooks, Private Household",2.52,0.0,2.65,2.37,0.0,2.6
39-5091.00,"Makeup Artists, Theatrical and Performance",2.84,0.0,2.7,2.47,0.0,2.52
39-6012.00,Concierges,3.14,0.0,2.69,2.09,0.0,3.02
39-9011.01,Nannies,2.94,0.0,2.97,2.66,0.0,3.11
39-9031.00,Exercise Trainers and Group Fitness Instructors,2.72,0.0,2.52,2.71,0.0,2.71
41-9022.00,Real Estate Sales Agents,3.34,0.0,2.87,2.41,0.0,3.2
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2.92,0.0,2.4,2.04,0.0,3.11
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.88,0.0,2.66,2.15,0.0,2.5
45-3031.00,Fishing and Hunting Workers,2.39,0.0,2.55,2.23,0.0,1.94
47-4011.00,Construction and Building Inspectors,3.01,0.0,3.27,2.62,0.0,2.5
47-4011.01,Energy Auditors,3.02,0.0,3.16,2.65,0.0,2.52
47-4099.03,Weatherization Installers and Technicians,2.61,0.0,2.66,2.35,0.0,2.41
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",2.92,0.0,3.17,2.6,0.0,2.26
49-9044.00,Millwrights,2.65,0.0,2.78,2.41,0.0,2.43
49-9063.00,Musical Instrument Repairers and Tuners,2.36,0.0,2.89,2.22,0.0,2.33
49-9094.00,Locksmiths and Safe Repairers,2.47,0.0,2.67,2.12,0.0,2.14
51-8031.00,Water and Wastewater Treatment Plant and System Operators,2.61,0.0,2.7,2.38,0.0,2.03
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",2.25,0.0,2.31,1.83,0.0,1.9
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",2.55,0.0,2.67,2.2,0.0,2.2
53-6011.00,Bridge and Lock Tenders,2.53,0.0,2.48,1.98,0.0,2.2
53-6051.00,Transportation Inspectors,2.91,0.0,3.07,2.3,0.0,2.41
